source,id,location,usgs_site_id,alternate_site_id,latitude,longitude,horizontal_datum,elevation,elevation_units,well_depth,well_depth_units,parameter_name,parameter_units,nrecords,min,max,mean,most_recent_date,most_recent_time,most_recent_value,most_recent_units
WQP,USGS-342318105191001,02N.15E.24.212,,,34.388406,-105.320002,WGS84,5907.0,ft,,ft,nitrate,mg/L,2,9.74,9.8,9.77,1950-09-07,,9.8,mg/L
WQP,USGS-342321103180801,02N.35E.19.2224 MW-Rb,,,34.389222,-103.302303,WGS84,4275.08,ft,,ft,nitrate,mg/L,2,6.06,6.06,6.06,2022-06-15,,6.06,mg/L
WQP,USGS-342321103181001,02N.35E.19.2214 MW-F,,,34.389247,-103.303978,WGS84,4278.23,ft,375.0,ft,nitrate,mg/L,8,4.43,6.2,5.53,2007-07-23,,5.7551,mg/L
WQP,USGS-342321103181401,02N.35E.19.2215 MW-Fa,,,34.389222,-103.304019,WGS84,4278.72,ft,350.48,ft,nitrate,mg/L,2,6.77,6.78,6.78,2022-06-14,,6.78,mg/L
WQP,USGS-342322103025301,02N.37E.15.43341,,,34.390631,-103.050502,WGS84,4142.0,ft,385.0,ft,nitrate,mg/L,4,8.97,9.12,9.04,2020-12-16,,8.97,mg/L
WQP,USGS-342328103182401,02N.35E.18.4343 MW-E,,,34.390697,-103.307286,WGS84,4282.97,ft,373.0,ft,nitrate,mg/L,11,6.2,11.07,9.21,2022-06-14,,11.0,mg/L
WQP,USGS-342332106104801,02N.07E.14.433,,,34.392288,-106.180567,WGS84,6720.0,ft,530.0,ft,nitrate,mg/L,2,1.1,1.11,1.1,1950-08-08,,1.1,mg/L
WQP,USGS-342338104132001,02N.26E.28.122,,,34.393958,-104.222751,WGS84,4031.0,ft,,ft,nitrate,mg/L,2,1.4,1.4,1.4,1958-02-12,,1.4,mg/L
WQP,USGS-342338104140701,02N.26E.29.221111,,,34.393958,-104.235807,WGS84,4034.0,ft,192.0,ft,nitrate,mg/L,2,3.7,3.7,3.7,1958-02-13,,3.7,mg/L
WQP,USGS-342339104114501,02N.26E.23.241123,,,34.394236,-104.196362,WGS84,,ft,,ft,nitrate,mg/L,2,2.0,2.0,2.0,1944-02-01,,2.0,mg/L
WQP,USGS-342342103084201,02N.36E.15.441,,,34.395111,-103.145083,WGS84,4220.0,ft,375.0,ft,nitrate,mg/L,2,26.87,26.9,26.89,2020-12-16,,26.9,mg/L
WQP,USGS-342344106133401,02N.07E.17.424,,,34.395621,-106.226679,WGS84,6930.0,ft,707.0,ft,nitrate,mg/L,2,0.2,0.22,0.21,1950-08-08,,0.2,mg/L
WQP,USGS-342345104132000,02N.26E.16.312334,,,34.395902,-104.222751,WGS84,4033.0,ft,200.0,ft,nitrate,mg/L,2,3.1,3.1,3.1,1965-07-29,,3.1,mg/L
WQP,USGS-342347103115501,02N.36E.18.421,,,34.396465,-103.199116,WGS84,4257.0,ft,345.0,ft,nitrate,mg/L,2,13.0,13.02,13.01,1962-04-12,,13.0,mg/L
WQP,USGS-342348103175801,02N.35E.17.3121 (CAFB-W),,,34.396844,-103.299347,WGS84,4300.27,ft,365.0,ft,nitrate,mg/L,7,2.59,57.55,19.21,2022-06-14,,2.59,mg/L
WQP,USGS-342412106291801,02N.04E.14.200,,,34.403399,-106.488906,WGS84,5856.0,ft,,ft,nitrate,mg/L,2,6.64,6.7,6.67,1958-06-25,,6.7,mg/L
WQP,USGS-342413106311701,02N.04E.16.24,,,34.403677,-106.521962,WGS84,,ft,,ft,nitrate,mg/L,2,44.27,46.0,45.13,1949-12-08,,46.0,mg/L
WQP,USGS-342413106314701,02N.01W.30.341,,,34.365,-106.986667,WGS84,5186.0,ft,56.5,ft,nitrate,mg/L,2,1.9,1.9,1.9,1949-11-30,,1.9,mg/L
WQP,USGS-342415103175501,02N.35E.17.1212,,,34.404142,-103.298525,WGS84,4307.0,ft,,ft,nitrate,mg/L,2,34.1,34.13,34.12,2021-05-18,,34.1,mg/L
WQP,USGS-342418103180601,02N.35E.07.44442   2146,,,34.405947,-103.302364,WGS84,4316.77,ft,350.0,ft,nitrate,mg/L,2,35.5,35.5,35.5,2021-01-12,,35.5,mg/L
WQP,USGS-342418103201201,02N.34E.11.4444 MW-V,,,34.404994,-103.336831,WGS84,4328.22,ft,370.0,ft,nitrate,mg/L,6,17.27,23.9,19.99,2022-06-13,,23.9,mg/L
WQP,USGS-342423103070501,02N.36E.12.34241,,,34.407576,-103.11467,WGS84,4218.0,ft,400.0,ft,nitrate,mg/L,2,9.3,9.3,9.3,1954-03-03,,9.3,mg/L
WQP,USGS-342428106444501,02N.02E.17.,,,34.407843,-106.746412,WGS84,,ft,,ft,nitrate,mg/L,2,7.97,8.0,7.98,1949-12-01,,8.0,mg/L
WQP,USGS-342435103223501,02N.34E.09.400,,,34.409799,-103.376898,WGS84,4362.0,ft,,ft,nitrate,mg/L,2,4.0,4.0,4.0,1948-04-01,,4.0,mg/L
WQP,USGS-342439103190901,02N.35E.07.311,,,34.410869,-103.319206,WGS84,4334.0,ft,430.0,ft,nitrate,mg/L,2,22.0,22.0,22.0,2021-05-12,,22.0,mg/L
WQP,USGS-342447106190701,02N.06E.09.233,,,34.41312,-106.319181,WGS84,6340.0,ft,,ft,nitrate,mg/L,2,30.0,30.1,30.05,1950-08-01,,30.0,mg/L
WQP,USGS-342449103375901,02N.32E.07.133,,,34.413686,-103.633571,WGS84,4329.0,ft,,ft,nitrate,mg/L,2,9.2,9.21,9.2,1962-04-12,,9.2,mg/L
WQP,USGS-342450103374201,02N.32E.07.143,,,34.413964,-103.628849,WGS84,4350.0,ft,70.0,ft,nitrate,mg/L,2,6.2,6.2,6.2,1945-08-02,,6.2,mg/L
WQP,USGS-342450108585001,02N.20W.07.131,,,34.413933,-108.981191,WGS84,6365.0,ft,,ft,nitrate,mg/L,2,11.95,12.0,11.98,1933-12-22,,12.0,mg/L
WQP,USGS-342500103083501,02N.36E.11.113,,,34.416669,-103.143,WGS84,4240.0,ft,,ft,nitrate,mg/L,2,11.5,11.51,11.51,2021-05-18,,11.5,mg/L
WQP,USGS-342500103300201,02N.33E.08.200,,,34.416188,-103.498291,WGS84,4397.0,ft,,ft,nitrate,mg/L,2,6.8,6.82,6.81,1948-04-01,,6.8,mg/L
WQP,USGS-342500105520501,02N.10E.10.111,,,34.416735,-105.868619,WGS84,6365.0,ft,,ft,nitrate,mg/L,2,0.2,0.22,0.21,1951-01-19,,0.2,mg/L
WQP,USGS-342505103151801,02N.35E.10.21111   2093,,,34.418836,-103.257864,WGS84,4334.0,ft,419.0,ft,nitrate,mg/L,2,4.69,4.7,4.7,1954-03-10,,4.7,mg/L
WQP,USGS-342512106500701,02N.01E.09.220,,,34.420064,-106.83586,WGS84,,ft,,ft,nitrate,mg/L,2,3.19,3.2,3.19,1949-08-23,,3.2,mg/L
WQP,USGS-342519103440401,02N.31E.06.300,,,34.422018,-103.734962,WGS84,4390.0,ft,,ft,nitrate,mg/L,2,5.4,5.4,5.4,1948-04-01,,5.4,mg/L
WQP,USGS-342525104493101,02N.20E.10.22,,,34.423684,-104.825822,WGS84,5218.0,ft,,ft,nitrate,mg/L,2,0.5,0.5,0.5,1940-07-30,,0.5,mg/L
WQP,USGS-342526103393101,02N.31E.02.413,,,34.423963,-103.659127,WGS84,4381.0,ft,100.0,ft,nitrate,mg/L,2,7.08,7.1,7.09,1962-04-12,,7.1,mg/L
WQP,USGS-342528103390901,02N.31E.01.31,,,34.424444,-103.6525,WGS84,4360.0,ft,110.0,ft,nitrate,mg/L,4,16.9,20.05,18.48,2020-08-25,,16.9,mg/L
WQP,USGS-342530106271001,02N.05E.06.224,,,34.425065,-106.45335,WGS84,,ft,,ft,nitrate,mg/L,2,0.7,0.71,0.7,1949-12-08,,0.7,mg/L
WQP,USGS-342537103051201,02N.37E.05.134,,,34.426875,-103.086806,WGS84,4204.0,ft,389.0,ft,nitrate,mg/L,2,12.8,12.84,12.82,2020-11-17,,12.8,mg/L
WQP,USGS-342552105433501,02N.12E.06.122,,,34.431181,-105.726952,WGS84,6300.0,ft,,ft,nitrate,mg/L,2,11.0,11.07,11.03,1950-07-20,,11.0,mg/L
WQP,USGS-342604105345701,03N.13E.33.413,,,34.434515,-105.583061,WGS84,6100.0,ft,98.0,ft,nitrate,mg/L,2,1.59,1.6,1.6,1950-07-20,,1.6,mg/L
WQP,USGS-342606106001701,03N.09E.33.433,,,34.435067,-106.005288,WGS84,6619.0,ft,,ft,nitrate,mg/L,2,2.79,2.8,2.79,1951-02-23,,2.8,mg/L
WQP,USGS-342611106180601,03N.06E.34.431,,,34.436453,-106.302237,WGS84,6410.0,ft,,ft,nitrate,mg/L,2,14.0,14.17,14.08,1950-08-10,,14.0,mg/L
WQP,USGS-342623106493901,03N.01E.34.32,,,34.439786,-106.828082,WGS84,,ft,,ft,nitrate,mg/L,2,1.2,1.2,1.2,1949-08-24,,1.2,mg/L
WQP,USGS-342624103513801,03N.29E.36.134421,,,34.442293,-103.858298,WGS84,4307.0,ft,,ft,nitrate,mg/L,2,13.99,14.0,13.99,1948-04-02,,14.0,mg/L
WQP,USGS-342624106384201,03N.03E.32.310,,,34.440065,-106.645577,WGS84,5172.0,ft,,ft,nitrate,mg/L,2,1.9,1.9,1.9,1949-08-20,,1.9,mg/L
WQP,USGS-342629106493901,03N.01E.34.430A,,,34.441453,-106.828082,WGS84,4745.0,ft,,ft,nitrate,mg/L,2,2.7,2.7,2.7,1949-08-24,,2.7,mg/L
WQP,USGS-342634105242501,03N.15E.31.231,,,34.44285,-105.407504,WGS84,6287.0,ft,,ft,nitrate,mg/L,4,0.0,0.22,0.11,1956-04-21,,0.2,mg/L
WQP,USGS-342634106263001,03N.05E.32.210,,,34.442843,-106.442239,WGS84,5758.0,ft,,ft,nitrate,mg/L,2,0.09,0.1,0.09,1949-08-29,,0.1,mg/L
WQP,USGS-342650105261701,03N.14E.35.212,,,34.447294,-105.438615,WGS84,6400.0,ft,300.0,ft,nitrate,mg/L,2,0.6,0.62,0.61,1950-09-19,,0.6,mg/L
WQP,USGS-342652103134501,03N.35E.36.112,,,34.447854,-103.229672,WGS84,4355.0,ft,430.0,ft,nitrate,mg/L,2,5.89,5.9,5.89,1954-03-10,,5.9,mg/L
WQP,USGS-342707106532201,03N.01W.25.444,,,34.451833,-106.890167,WGS84,4786.0,ft,70.0,ft,nitrate,mg/L,2,3.8,3.81,3.8,1944-05-01,,3.8,mg/L
WQP,USGS-342708105221801,03N.15E.28.441c,,,34.452294,-105.372225,WGS84,6195.0,ft,,ft,nitrate,mg/L,2,19.92,20.0,19.96,1950-09-07,,20.0,mg/L
WQP,USGS-342708105221802,03N.15E.28.441A,,,34.452294,-105.372225,WGS84,6195.0,ft,,ft,nitrate,mg/L,4,88.54,110.67,99.8,1956-04-21,,110.0,mg/L
WQP,USGS-342708105221803,03N.15E.28.441B,,,34.452294,-105.372225,WGS84,6195.0,ft,141.0,ft,nitrate,mg/L,2,83.0,84.11,83.56,1956-04-21,,83.0,mg/L
WQP,USGS-342715106252001,03N.05E.28.440,,,34.454231,-106.422795,WGS84,5818.0,ft,,ft,nitrate,mg/L,2,7.53,7.6,7.56,1949-08-29,,7.6,mg/L
WQP,USGS-342722107281701,03N.06W.28.,,,34.456169,-107.471986,WGS84,6091.0,ft,,ft,nitrate,mg/L,2,0.49,0.5,0.49,1956-08-14,,0.5,mg/L
WQP,USGS-342724106195401,03N.06E.29.243,,,34.456731,-106.332238,WGS84,6145.0,ft,50.0,ft,nitrate,mg/L,2,0.4,0.4,0.4,1950-08-01,,0.4,mg/L
WQP,USGS-342740104400801,03N.22E.32.4444 WINDMILL,,,34.461182,-104.669429,WGS84,,ft,,ft,nitrate,mg/L,2,1.0,1.0,1.0,1940-07-30,,1.0,mg/L
WQP,USGS-342747103143601,03N.35E.26.12112,,,34.462854,-103.244394,WGS84,4391.0,ft,430.0,ft,nitrate,mg/L,2,2.6,2.6,2.6,1954-07-27,,2.6,mg/L
WQP,USGS-342753106485501,03N.01E.23.331,,,34.464806,-106.815611,WGS84,4746.0,ft,210.0,ft,nitrate,mg/L,2,7.08,7.08,7.08,1995-04-11,,7.08,mg/L
WQP,USGS-342756104125301,03N.26E.28.4 CA SCHWAB,,,34.465623,-104.215252,WGS84,,ft,,ft,nitrate,mg/L,2,9.9,9.92,9.91,1951-03-15,,9.9,mg/L
WQP,USGS-342800104074001,03N.27E.32.211121,,,34.466734,-104.128305,WGS84,4179.0,ft,150.0,ft,nitrate,mg/L,2,4.9,4.91,4.91,1940-06-11,,4.9,mg/L
WQP,USGS-342800107290801,04N.06W.32.214 DUP,,,34.466725,-107.486153,WGS84,,ft,,ft,nitrate,mg/L,2,0.09,0.1,0.09,1964-03-23,,0.1,mg/L
WQP,USGS-342809105234501,03N.15E.20.310,,,34.469238,-105.396393,WGS84,6270.0,ft,,ft,nitrate,mg/L,2,12.84,13.0,12.92,1956-04-04,,13.0,mg/L
WQP,USGS-342826105240001,03N.15E.19.220,,,34.47396,-105.400559,WGS84,6310.0,ft,,ft,nitrate,mg/L,2,0.4,0.4,0.4,1956-05-09,,0.4,mg/L
WQP,USGS-342826106392001,03N.03E.20.,,,34.473953,-106.656134,WGS84,,ft,,ft,nitrate,mg/L,2,6.2,6.2,6.2,1949-12-01,,6.2,mg/L
WQP,USGS-342831106461401,02030219200,,,34.475342,-106.771137,WGS84,4764.0,ft,65.0,ft,nitrate,mg/L,2,0.6,0.6,0.6,1965-05-13,,0.6,mg/L
WQP,USGS-342832104355501,03N.22E.24.3 2MI NE YESO,,,34.475625,-104.59915,WGS84,,ft,,ft,nitrate,mg/L,2,0.25,0.25,0.25,1940-07-29,,0.25,mg/L
WQP,USGS-342832106142001,03N.07E.20.114,,,34.47562,-106.239459,WGS84,6460.0,ft,,ft,nitrate,mg/L,2,4.87,4.9,4.88,1950-08-10,,4.9,mg/L
WQP,USGS-342840104151000,03N.26E.19.341412,,,34.477844,-104.253308,WGS84,,ft,90.0,ft,nitrate,mg/L,2,0.3,0.3,0.3,1965-08-30,,0.3,mg/L
WQP,USGS-342900106380201,03N.03E.16.410,,,34.483397,-106.634467,WGS84,,ft,,ft,nitrate,mg/L,2,6.2,6.2,6.2,1949-12-01,,6.2,mg/L
WQP,USGS-342915108264501,03N.15W.18.,,,34.487548,-108.446455,WGS84,6990.0,ft,,ft,nitrate,mg/L,2,0.0,0.0,0.0,1933-12-21,,0.0,mg/L
WQP,USGS-342921105295501,03N.14E.17.132,,,34.489237,-105.499173,WGS84,6240.0,ft,,ft,nitrate,mg/L,2,1.1,1.11,1.1,1950-09-20,,1.1,mg/L
WQP,USGS-342932106061701,03N.08E.16.222,,,34.492287,-106.105291,WGS84,6425.0,ft,,ft,nitrate,mg/L,2,0.2,0.22,0.21,1950-08-01,,0.2,mg/L
WQP,USGS-342941104145701,03N.26E.18.423313 FT SUMNER4,,,34.494788,-104.249697,WGS84,4133.0,ft,220.0,ft,nitrate,mg/L,2,8.9,8.9,8.9,1962-03-14,,8.9,mg/L
WQP,USGS-342942104194101,03N.25E.16.43STEELRANCH,,,34.495066,-104.328588,WGS84,4252.0,ft,,ft,nitrate,mg/L,2,22.0,22.0,22.0,1940-07-26,,22.0,mg/L
WQP,USGS-343001105414301,03N.12E.09.231,,,34.500346,-105.695842,WGS84,6390.0,ft,253.0,ft,nitrate,mg/L,2,0.4,0.4,0.4,1950-07-20,,0.4,mg/L
WQP,USGS-343005104181500,03N.25E.10.23134,,,34.501455,-104.304699,WGS84,4131.0,ft,,ft,nitrate,mg/L,2,3.3,3.3,3.3,1965-07-19,,3.3,mg/L
WQP,USGS-343012107151501,03N.04W.09.223,,,34.503392,-107.254759,WGS84,,ft,,ft,nitrate,mg/L,2,44.27,45.0,44.63,1955-04-20,,45.0,mg/L
WQP,USGS-343029106005301,03N.09E.05.414,,,34.508121,-106.01529,WGS84,6137.0,ft,,ft,nitrate,mg/L,2,83.0,84.11,83.56,1950-08-03,,83.0,mg/L
WQP,USGS-343033107152901,03N.04W.04.414,,,34.509226,-107.258648,WGS84,,ft,,ft,nitrate,mg/L,2,30.0,30.1,30.05,1955-04-20,,30.0,mg/L
WQP,USGS-343042104135401,03N.26E.09.3313FTSUMNR9,,,34.511732,-104.232197,WGS84,4203.0,ft,,ft,nitrate,mg/L,2,3.3,3.3,3.3,1962-03-14,,3.3,mg/L
WQP,USGS-343053103111201,03N.36E.05.233,,,34.514694,-103.186694,WGS84,4330.0,ft,397.0,ft,nitrate,mg/L,2,7.48,7.48,7.48,2020-09-09,,7.48,mg/L
WQP,USGS-343100103110001,04N.36E.32.440,,,34.522852,-103.180782,WGS84,4265.0,ft,160.0,ft,nitrate,mg/L,2,5.49,5.5,5.49,1952-02-21,,5.5,mg/L
WQP,USGS-343103103092501,03N.36E.03.130,,,34.515352,-103.158004,WGS84,4270.0,ft,312.0,ft,nitrate,mg/L,2,6.4,6.42,6.41,1952-02-21,,6.4,mg/L
WQP,USGS-343105103190801,03N.34E.01.200,,,34.517575,-103.323285,WGS84,4473.0,ft,372.0,ft,nitrate,mg/L,2,8.7,8.72,8.71,1931-11-06,,8.7,mg/L
WQP,USGS-343115105593201,03N.09E.03.122,,,34.520899,-105.99279,WGS84,6090.0,ft,,ft,nitrate,mg/L,2,7.5,7.53,7.51,1950-08-03,,7.5,mg/L
WQP,USGS-343121105591001,03N.09E.03.211,,,34.522566,-105.986679,WGS84,6090.0,ft,,ft,nitrate,mg/L,2,16.82,17.0,16.91,1966-01-11,,17.0,mg/L
WQP,USGS-343134106135701,04N.07E.32.414,,,34.526174,-106.233071,WGS84,6490.0,ft,,ft,nitrate,mg/L,2,1.68,1.7,1.69,1951-03-02,,1.7,mg/L
WQP,USGS-343153107022401,03N.02W.22.343,,,34.463396,-107.040588,WGS84,5678.0,ft,,ft,nitrate,mg/L,2,9.2,9.3,9.25,1950-01-06,,9.2,mg/L
WQP,USGS-343200104223501,04N.24E.36.211,,,34.533399,-104.376923,WGS84,,ft,,ft,nitrate,mg/L,2,3.7,3.7,3.7,1965-07-19,,3.7,mg/L
WQP,USGS-343205106415001,04N.02E.35.214,,,34.533806,-106.699583,WGS84,4957.0,ft,173.0,ft,nitrate,mg/L,2,1.1,1.11,1.1,1956-04-11,,1.1,mg/L
WQP,USGS-343208107215301,04N.05W.33.223,,,34.535613,-107.365317,WGS84,,ft,,ft,nitrate,mg/L,2,0.0,0.0,0.0,1954-05-07,,0.0,mg/L
WQP,USGS-343215107220001,04N.05W.33.200,,,34.537557,-107.367262,WGS84,,ft,,ft,nitrate,mg/L,2,0.89,0.9,0.89,1955-04-21,,0.9,mg/L
WQP,USGS-343218106405001,04N.02E.35.223,,,34.538396,-106.681135,WGS84,5049.0,ft,,ft,nitrate,mg/L,2,1.59,1.6,1.6,1950-02-24,,1.6,mg/L
WQP,USGS-343238106460501,04N.02E.30.243,,,34.543951,-106.768637,WGS84,4769.0,ft,160.0,ft,nitrate,mg/L,2,0.97,0.97,0.97,1995-03-29,,0.974,mg/L
WQP,USGS-343244106023701,04N.09E.30.143,,,34.54562,-106.04418,WGS84,6120.0,ft,,ft,nitrate,mg/L,2,20.81,21.0,20.9,1966-02-02,,21.0,mg/L
WQP,USGS-343244106355201,04N.03E.26.144,,,34.545618,-106.598355,WGS84,5150.0,ft,,ft,nitrate,mg/L,2,1.59,1.6,1.6,1950-03-29,,1.6,mg/L
WQP,USGS-343253106034201,04N.08E.25.132,,,34.54812,-106.062236,WGS84,6767.0,ft,,ft,nitrate,mg/L,2,7.0,7.08,7.04,1966-07-07,,7.0,mg/L
WQP,USGS-343255104214501,04N.25E.30.112321,,,34.548677,-104.363034,WGS84,4122.0,ft,88.0,ft,nitrate,mg/L,2,3.4,3.4,3.4,1965-07-21,,3.4,mg/L
WQP,USGS-343258107173201,04N.04W.30.223,,,34.549502,-107.292816,WGS84,,ft,,ft,nitrate,mg/L,2,0.2,0.22,0.21,1954-12-08,,0.2,mg/L
WQP,USGS-343308105395501,04N.12E.22.234,,,34.55229,-105.665842,WGS84,6405.0,ft,,ft,nitrate,mg/L,2,4.87,5.0,4.93,1950-07-21,,5.0,mg/L
WQP,USGS-343315104145301,04N.26E.29.33343 STOCKWL,,,34.554232,-104.248587,WGS84,4279.0,ft,125.0,ft,nitrate,mg/L,2,1.5,1.5,1.5,1940-08-20,,1.5,mg/L
WQP,USGS-343317104123901,04N.26E.34.12123 J GOOD,,,34.554787,-104.211363,WGS84,4251.0,ft,65.0,ft,nitrate,mg/L,2,1.3,1.3,1.3,1964-05-26,,1.3,mg/L
WQP,USGS-343324105303701,04N.14E.19.412,,,34.556736,-105.51084,WGS84,6295.0,ft,,ft,nitrate,mg/L,2,0.7,0.71,0.7,1950-09-21,,0.7,mg/L
WQP,USGS-343324105471401,04N.11E.22.132,,,34.556733,-105.787788,WGS84,6510.0,ft,,ft,nitrate,mg/L,2,6.1,6.2,6.15,1951-03-16,,6.1,mg/L
WQP,USGS-343327106111801,04N.07E.23.312,,,34.557563,-106.188905,WGS84,6356.0,ft,,ft,nitrate,mg/L,4,2.3,3.72,3.01,1951-07-27,,3.7,mg/L
WQP,USGS-343330106445501,04N.02E.08.243 Projected,,,34.586172,-106.749193,WGS84,4783.0,ft,38.0,ft,nitrate,mg/L,2,1.4,1.42,1.41,1956-04-11,,1.4,mg/L
WQP,USGS-343333106102401,04N.07E.24.133,,,34.55923,-106.173905,WGS84,6333.0,ft,,ft,nitrate,mg/L,2,2.2,2.21,2.21,1962-07-12,,2.2,mg/L
WQP,USGS-343335105333101,04N.13E.22.220,,,34.562642,-105.558219,WGS84,6239.0,ft,,ft,nitrate,mg/L,2,27.0,27.0,27.0,1950-09-20,,27.0,mg/L
WQP,USGS-343405104192000,04N.25E.00.000,,,34.568121,-104.322755,WGS84,,ft,,ft,nitrate,mg/L,1,0.0,0.0,0.0,1965-07-20,,0.0,mg/L
WQP,USGS-343406104125401,04N.26E.27.11323,,,34.568398,-104.21553,WGS84,4329.0,ft,216.0,ft,nitrate,mg/L,2,0.4,0.4,0.4,1964-05-19,,0.4,mg/L
WQP,USGS-343415106225001,04N.05E.06.100,,,34.570895,-106.381129,WGS84,7194.0,ft,,ft,nitrate,mg/L,2,1.0,1.02,1.01,1954-04-07,,1.0,mg/L
WQP,USGS-343417104103401,04N.26E.24.343131,,,34.571454,-104.17664,WGS84,4308.0,ft,300.0,ft,nitrate,mg/L,2,0.1,0.1,0.1,1964-05-26,,0.1,mg/L
WQP,USGS-343425106255501,04N.05E.17.300,,,34.573673,-106.432519,WGS84,7983.0,ft,,ft,nitrate,mg/L,2,11.0,11.07,11.03,1954-03-25,,11.0,mg/L
WQP,USGS-343434106425001,04N.02E.11.211,,,34.576173,-106.71447,WGS84,4940.0,ft,,ft,nitrate,mg/L,2,5.3,5.31,5.31,1956-05-24,,5.3,mg/L
WQP,USGS-343438106033901,04N.08E.13.100,,,34.577286,-106.061403,WGS84,6142.0,ft,,ft,nitrate,mg/L,4,1.1,1.11,1.1,1958-06-02,,1.1,mg/L
WQP,USGS-343447106460201,03N.02E.06.420,,,34.579783,-106.767804,WGS84,4781.0,ft,60.0,ft,nitrate,mg/L,2,50.0,50.03,50.01,1965-05-13,,50.0,mg/L
WQP,USGS-343449106084301,04N.08E.18.122,,,34.580341,-106.145849,WGS84,6290.0,ft,,ft,nitrate,mg/L,2,3.3,3.32,3.31,1950-08-16,,3.3,mg/L
WQP,USGS-343456105582001,04N.09E.11.312,,,34.582287,-105.972791,WGS84,6195.0,ft,,ft,nitrate,mg/L,2,1.68,1.7,1.69,1945-07-23,,1.7,mg/L
WQP,USGS-343508106092201,04N.08E.07.313,,,34.585618,-106.156683,WGS84,6294.0,ft,,ft,nitrate,mg/L,2,15.94,16.0,15.97,1965-12-14,,16.0,mg/L
WQP,USGS-343510106504501,04N.01E.09.324,,,34.613944,-106.960306,WGS84,5178.0,ft,400.0,ft,nitrate,mg/L,2,0.49,0.5,0.49,1956-04-24,,0.5,mg/L
WQP,USGS-343515106401901,04N.02E.15.443,,,34.587561,-106.672524,WGS84,5040.0,ft,,ft,nitrate,mg/L,2,2.39,2.4,2.4,1950-03-27,,2.4,mg/L
WQP,USGS-343524103431101,04N.31E.06.4,,,34.597292,-103.724962,WGS84,4553.0,ft,,ft,nitrate,mg/L,2,5.18,5.2,5.19,1931-11-12,,5.2,mg/L
WQP,USGS-343533106173901,04N.06E.03.444,,,34.592561,-106.29474,WGS84,6680.0,ft,10.4,ft,nitrate,mg/L,2,2.6,2.61,2.61,1950-08-11,,2.6,mg/L
WQP,USGS-343540106020201,04N.09E.07.221,,,34.594508,-106.034459,WGS84,6102.0,ft,,ft,nitrate,mg/L,2,19.92,20.0,19.96,1962-07-12,,20.0,mg/L
WQP,USGS-343549106471001,"BA-4 BELEN LAND GRANT, NATIONAL GUARD ARMORY",,,34.596944,-106.786111,WGS84,4828.48,ft,55.59,ft,nitrate,mg/L,4,28.6,45.16,36.87,2003-07-15,,28.6,mg/L
WQP,USGS-343550104175500,04N.25E.02.331142,,,34.597287,-104.299144,WGS84,,ft,210.0,ft,nitrate,mg/L,1,0.0,0.0,0.0,1965-07-15,,0.0,mg/L
WQP,USGS-343553106012801,04N.09E.05.340,,,34.59812,-106.025014,WGS84,,ft,,ft,nitrate,mg/L,2,0.44,0.6,0.52,1970-02-13,,0.6,mg/L
WQP,USGS-343553106470801,04N.01E.01.423,,,34.598281,-106.785481,WGS84,4825.0,ft,455.0,ft,nitrate,mg/L,2,2.37,2.37,2.37,2003-07-15,,2.37,mg/L
WQP,USGS-343553106470901,"BA-1 BELEN LAND GRANT, NATIONAL GUARD ARMORY",,,34.598056,-106.785833,WGS84,4826.11,ft,47.65,ft,nitrate,mg/L,4,5.0,17.7,11.34,2003-07-15,,5.01,mg/L
WQP,USGS-343554106471101,"BA-2 BELEN LAND GRANT, NATIONAL GUARD ARMORY",,,34.598333,-106.786389,WGS84,4827.45,ft,62.04,ft,nitrate,mg/L,4,31.7,40.4,36.05,2003-07-15,,40.4,mg/L
WQP,USGS-343556105521701,04N.10E.02.143,,,34.598954,-105.871956,WGS84,6205.0,ft,100.0,ft,nitrate,mg/L,4,0.3,7.1,3.7,1966-01-10,,0.3,mg/L
WQP,USGS-343557106471401,"BA-3 BELEN LAND GRANT, NATIONAL GUARD ARMORY",,,34.599167,-106.787222,WGS84,4830.69,ft,65.02,ft,nitrate,mg/L,4,178.0,261.0,219.54,2003-07-15,,178.0,mg/L
WQP,USGS-343605104163000,04N.25E.00.000A,,,34.601453,-104.275532,WGS84,,ft,,ft,nitrate,mg/L,2,4.2,4.2,4.2,1965-07-20,,4.2,mg/L
WQP,USGS-343606106534201,04N.01W.01.4111,,,34.601727,-106.895585,WGS84,4860.0,ft,,ft,nitrate,mg/L,2,11.95,12.0,11.98,1950-01-09,,12.0,mg/L
WQP,USGS-343620107260001,04N.06W.12.300,,,34.605611,-107.433931,WGS84,,ft,,ft,nitrate,mg/L,2,0.2,0.22,0.21,1955-04-21,,0.2,mg/L
WQP,USGS-343623106190601,04N.06E.04.211,,,34.60645,-106.318907,WGS84,6710.0,ft,,ft,nitrate,mg/L,2,5.76,5.9,5.83,1950-08-11,,5.9,mg/L
WQP,USGS-343637106094001,05N.07E.36.443,,,34.61034,-106.161683,WGS84,6280.0,ft,,ft,nitrate,mg/L,2,15.94,16.0,15.97,1950-08-16,,16.0,mg/L
WQP,USGS-343640106031601,05N.08E.36.341,,,34.611174,-106.055015,WGS84,6108.0,ft,300.0,ft,nitrate,mg/L,2,2.08,2.1,2.09,1944-09-20,,2.1,mg/L
