source,id,location,usgs_site_id,alternate_site_id,latitude,longitude,horizontal_datum,elevation,elevation_units,well_depth,well_depth_units,parameter_name,parameter_units,nrecords,min,max,mean,most_recent_date,most_recent_time,most_recent_value,most_recent_units
WQP,USGS-350034105400701,09N.12E.16.213,,,35.00975,-105.668889,WGS84,7025.0,ft,,ft,nitrate,mg/L,2,1.1,1.11,1.1,1946-05-13,,1.1,mg/L
WQP,USGS-350034107185701,09N.05W.13.233,,,35.009212,-107.318099,WGS84,5665.0,ft,230.0,ft,nitrate,mg/L,4,19.0,38.07,28.53,1965-03-19,,19.0,mg/L
WQP,USGS-350036105400501,09N.12E.16.210,,,35.010054,-105.668625,WGS84,7055.0,ft,,ft,nitrate,mg/L,2,0.2,0.22,0.21,1950-07-11,,0.2,mg/L
WQP,USGS-350037106310301,09N.04E.16.242 KAFB-6241,,,35.010283,-106.517464,WGS84,5461.52,ft,,ft,nitrate,mg/L,2,28.2,28.2,28.2,2017-06-26,,28.2,mg/L
WQP,USGS-350037106392701,09N.03E.18.242,,,35.010327,-106.65808,WGS84,4965.0,ft,103.0,ft,nitrate,mg/L,2,0.57,0.58,0.58,1993-05-24,,0.575,mg/L
WQP,USGS-350038105341501,09N.13E.16.220,,,35.01061,-105.5714,WGS84,6810.0,ft,110.0,ft,nitrate,mg/L,2,1.28,1.3,1.29,1950-07-13,,1.3,mg/L
WQP,USGS-350056106370103,09N.03E.10.334B MONTESSA SITE,,,35.015889,-106.617278,WGS84,5096.07,ft,330.0,ft,nitrate,mg/L,2,2.21,2.21,2.21,2017-07-26,,2.21,mg/L
WQP,USGS-350057106312001,09N.04E.09.434 KAFB-0619,,,35.015822,-106.5223,WGS84,5410.17,ft,,ft,nitrate,mg/L,2,43.47,43.5,43.49,2017-05-22,,43.5,mg/L
WQP,USGS-350057106312101,09N.04E.09.432 KAFB-0618,,,35.015903,-106.522383,WGS84,5409.56,ft,,ft,nitrate,mg/L,2,28.8,28.82,28.81,2017-06-26,,28.8,mg/L
WQP,USGS-350058106203701,09N.06E.07.341,,,35.016159,-106.344192,WGS84,7100.0,ft,,ft,nitrate,mg/L,1,5.76,5.76,5.76,1990-08-16,,5.7551,mg/L
WQP,USGS-350104106413401,09N.02E.11.442,,,35.017826,-106.693359,WGS84,4930.0,ft,251.0,ft,nitrate,mg/L,2,0.2,0.22,0.21,1965-04-20,,0.2,mg/L
WQP,USGS-350107106354301,09N.03E.11.324,,,35.018583,-106.594944,WGS84,5157.0,ft,462.0,ft,nitrate,mg/L,2,0.78,0.78,0.78,2005-06-28,,0.779,mg/L
WQP,USGS-350107106390901,09N.03E.08.300,,,35.01866,-106.653081,WGS84,4957.0,ft,,ft,nitrate,mg/L,2,0.3,0.31,0.3,1946-08-16,,0.3,mg/L
WQP,USGS-350108107183501,09N.05W.12.4424/442 Mesita Test,,,35.018378,-107.310599,WGS84,5642.0,ft,1729.0,ft,nitrate,mg/L,10,0.09,0.62,0.34,1964-11-10,,0.5,mg/L
WQP,USGS-350109107022501,09N.02W.10.300AN.SE.GRNT,,,35.019213,-107.040869,WGS84,5575.0,ft,,ft,nitrate,mg/L,2,0.3,0.31,0.3,1965-03-01,,0.3,mg/L
WQP,USGS-350111106210901,09N.05E.12.421,,,35.01977,-106.35308,WGS84,7100.0,ft,,ft,nitrate,mg/L,1,7.08,7.08,7.08,1990-07-27,,7.0832,mg/L
WQP,USGS-350118106301201,09N.04E.10.234 KAFB-0615,,,35.021744,-106.503453,WGS84,5636.19,ft,,ft,nitrate,mg/L,2,33.16,33.2,33.18,2017-05-10,,33.2,mg/L
WQP,USGS-350119106210901,09N.05E.12.241,,,35.021993,-106.35308,WGS84,7086.0,ft,,ft,nitrate,mg/L,53,12.4,44.18,20.17,2002-02-01,,14.2,mg/L
WQP,USGS-350121109013801,09N.21W.11.314,,,35.022532,-109.027865,WGS84,6295.0,ft,475.0,ft,nitrate,mg/L,2,9.74,9.9,9.82,1972-08-01,,9.9,mg/L
WQP,USGS-350123106025301,09N.08E.12.113,,,35.023105,-106.048634,WGS84,6229.0,ft,,ft,nitrate,mg/L,2,3.5,3.5,3.5,1950-08-17,,3.5,mg/L
WQP,USGS-350123106325401,09N.04E.08.412 KAFB-0904,,,35.023192,-106.548425,WGS84,5289.27,ft,,ft,nitrate,mg/L,2,115.99,116.0,115.99,2017-08-02,,116.0,mg/L
WQP,USGS-350128106351001,09N.03E.12.131 ST105MW003,,,35.024567,-106.585989,WGS84,5172.42,ft,,ft,nitrate,mg/L,2,13.6,13.64,13.62,2017-05-08,,13.6,mg/L
WQP,USGS-350130105563801,09N.09E.12.111,,,35.02505,-105.944465,WGS84,6229.0,ft,,ft,nitrate,mg/L,2,1.68,1.7,1.69,1950-08-24,,1.7,mg/L
WQP,USGS-350130106212501,09N.05E.12.213,,,35.025048,-106.357525,WGS84,7160.0,ft,160.0,ft,nitrate,mg/L,1,10.18,10.18,10.18,1990-07-27,,10.182099999999998,mg/L
WQP,USGS-350130106352001,09N.03E.11.241 OLD IRRIGATION WELL,,,35.024389,-106.586556,WGS84,5160.0,ft,,ft,nitrate,mg/L,2,168.23,170.0,169.11,1957-04-26,,170.0,mg/L
WQP,USGS-350130106414201,09N.02E.11.241,,,35.025048,-106.695581,WGS84,4930.0,ft,86.0,ft,nitrate,mg/L,2,1.1,1.11,1.1,1961-06-23,,1.1,mg/L
WQP,USGS-350130106414202,09N.02E.11.241   A,,,35.025048,-106.695581,WGS84,4930.0,ft,33.0,ft,nitrate,mg/L,2,0.09,0.1,0.09,1961-06-23,,0.1,mg/L
WQP,USGS-350131106211601,09N.05E.12.214,,,35.025326,-106.355025,WGS84,7120.0,ft,,ft,nitrate,mg/L,1,20.36,20.36,20.36,1990-07-27,,20.364199999999997,mg/L
WQP,USGS-350132106343901,09N.03E.12.213 KAFB-0517,,,35.0255,-106.577494,WGS84,5194.45,ft,,ft,nitrate,mg/L,2,10.89,10.9,10.9,2017-05-03,,10.9,mg/L
WQP,USGS-350133106381801,09N.03E.09.113,,,35.025882,-106.638914,WGS84,5110.0,ft,,ft,nitrate,mg/L,2,0.49,0.5,0.49,1956-05-22,,0.5,mg/L
WQP,USGS-350134106351101,09N.03E.12.113 KAFB-0518,,,35.026192,-106.586297,WGS84,5175.54,ft,,ft,nitrate,mg/L,2,30.06,30.1,30.08,2017-05-03,,30.1,mg/L
WQP,USGS-350135106374801,09N.03E.08.213,,,35.026437,-106.647247,WGS84,4975.0,ft,320.0,ft,nitrate,mg/L,2,0.66,0.66,0.66,1993-04-26,,0.664,mg/L
WQP,USGS-350135106390601,09N.03E.08.144A Rio Bravo 4 deep,,,35.026437,-106.652247,WGS84,4938.0,ft,149.4,ft,nitrate,mg/L,2,0.62,0.62,0.62,1993-11-09,,0.62,mg/L
WQP,USGS-350135106390602,09N.03E.08.144B Rio Bravo 4 middle,,,35.026437,-106.652247,WGS84,4938.0,ft,124.23,ft,nitrate,mg/L,2,23.46,23.5,23.48,1993-11-09,,23.5,mg/L
WQP,USGS-350135106390603,09N.03E.08.144C Rio Bravo 4 shallow,,,35.026437,-106.652247,WGS84,4938.0,ft,49.33,ft,nitrate,mg/L,4,23.46,33.2,28.34,1993-11-09,,23.5,mg/L
WQP,USGS-350137106410501,09N.02E.12.214A RIO BRAVO 1 DEEP,,,35.026993,-106.685304,WGS84,4930.88,ft,148.5,ft,nitrate,mg/L,2,4.87,4.87,4.87,1993-10-20,,4.87,mg/L
WQP,USGS-350137106410502,09N.02E.12.214B RIO BRAVO 1 MID,,,35.026993,-106.685304,WGS84,4933.0,ft,103.8,ft,nitrate,mg/L,4,4.03,4.25,4.14,1993-10-19,,4.03,mg/L
WQP,USGS-350138106321401,09N.04E.08.221 KAFB-0623,,,35.027133,-106.537247,WGS84,5326.41,ft,,ft,nitrate,mg/L,2,247.0,247.47,247.23,2017-05-08,,247.0,mg/L
WQP,USGS-350138106393201,09N.03E.07.241A RIO BRAVO 3 DEEP,,,35.02727,-106.65947,WGS84,4934.0,ft,148.0,ft,nitrate,mg/L,2,2.17,2.17,2.17,1993-11-08,,2.17,mg/L
WQP,USGS-350138106393202,09N.03E.07.241B RIO BRAVO 3 MID,,,35.02727,-106.65947,WGS84,4934.0,ft,101.0,ft,nitrate,mg/L,2,1.15,1.15,1.15,1993-11-08,,1.15,mg/L
WQP,USGS-350138106393203,09N.03E.07.241C RIO BRAVO 3 SHALLOW,,,35.02727,-106.65947,WGS84,4934.0,ft,49.33,ft,nitrate,mg/L,2,1.59,1.59,1.59,1993-11-08,,1.59,mg/L
WQP,USGS-350138106395501,09N.03E.07.131A RIO BRAVO 2 DEEP,,,35.02727,-106.665859,WGS84,4934.0,ft,153.53,ft,nitrate,mg/L,2,0.97,0.97,0.97,1993-10-21,,0.974,mg/L
WQP,USGS-350138106395502,09N.03E.07.131B RIO BRAVO 2 MID,,,35.02727,-106.665859,WGS84,4934.0,ft,91.16,ft,nitrate,mg/L,4,1.46,1.77,1.62,1993-10-21,,1.46,mg/L
WQP,USGS-350138106401102,09N.03E.07.114A RIO BRAVO 5 SHALLOW,,,35.027786,-106.671036,WGS84,4932.0,ft,22.0,ft,nitrate,mg/L,2,0.09,0.09,0.09,2008-07-16,,0.089,mg/L
WQP,USGS-350140106183401,09N.06E.04.332,,,35.027825,-106.310025,WGS84,7363.0,ft,,ft,nitrate,mg/L,2,0.74,0.74,0.74,1997-08-18,,0.739,mg/L
WQP,USGS-350142106393401,09N.03E.07.221,,,35.028382,-106.660025,WGS84,4929.0,ft,,ft,nitrate,mg/L,2,1.9,1.9,1.9,1993-04-26,,1.9,mg/L
WQP,USGS-350142106414301,09N.02E.11.221,,,35.028381,-106.695859,WGS84,4932.0,ft,45.0,ft,nitrate,mg/L,2,0.0,0.0,0.0,1959-04-16,,0.0,mg/L
WQP,USGS-350142106415101,09N.02E.11.212,,,35.028381,-106.698082,WGS84,4932.0,ft,42.0,ft,nitrate,mg/L,2,0.0,0.0,0.0,1959-04-16,,0.0,mg/L
WQP,USGS-350143108575301,09N.20W.08.223,,,35.028644,-108.965363,WGS84,6182.0,ft,,ft,nitrate,mg/L,2,2.08,2.1,2.09,1972-07-26,,2.1,mg/L
WQP,USGS-350144106175001,09N.06E.04.443,,,35.028937,-106.297804,WGS84,7138.0,ft,130.0,ft,nitrate,mg/L,4,8.09,11.51,9.8,1998-11-17,,11.5,mg/L
WQP,USGS-350144106335901,09N.04E.07.112 KAFB-0525,,,35.028814,-106.566436,WGS84,5227.79,ft,,ft,nitrate,mg/L,2,63.75,64.0,63.87,2017-05-04,,64.0,mg/L
WQP,USGS-350144107273101,09N.06W.10.122,,,35.028932,-107.459214,WGS84,5900.0,ft,,ft,nitrate,mg/L,2,0.89,0.9,0.89,1953-02-27,,0.9,mg/L
WQP,USGS-350145106324101,09N.04E.05.343 ST105MW006,,,35.029119,-106.544731,WGS84,5310.67,ft,,ft,nitrate,mg/L,2,310.78,311.0,310.89,2017-05-11,,311.0,mg/L
WQP,USGS-350146106343801,09N.03E.01.433 KAFB-0516,,,35.029458,-106.577097,WGS84,5205.31,ft,,ft,nitrate,mg/L,2,30.8,30.86,30.83,2017-05-02,,30.8,mg/L
WQP,USGS-350148106302301,09N.04E.03.433 ST105MW024,,,35.030133,-106.506431,WGS84,5593.29,ft,,ft,nitrate,mg/L,2,8.72,8.73,8.73,2017-05-11,,8.73,mg/L
WQP,USGS-350151106342801,09N.03E.01.434 KAFB-0514,,,35.0309,-106.574342,WGS84,5206.51,ft,,ft,nitrate,mg/L,2,152.0,152.29,152.14,2017-05-04,,152.0,mg/L
WQP,USGS-350154106180901,09N.06E.04.413,,,35.031714,-106.303081,WGS84,7223.0,ft,360.0,ft,nitrate,mg/L,2,11.69,11.7,11.69,1997-08-22,,11.7,mg/L
WQP,USGS-350156106044201,09N.08E.03.312,,,35.032271,-106.078912,WGS84,6261.0,ft,,ft,nitrate,mg/L,2,3.5,3.5,3.5,1950-08-29,,3.5,mg/L
WQP,USGS-350157106172501,09N.06E.03.321,,,35.032547,-106.290859,WGS84,7080.0,ft,,ft,nitrate,mg/L,4,15.1,16.91,16.01,2002-06-18,,15.1,mg/L
WQP,USGS-350157106320301,09N.04E.05.424 TJA-4,,,35.032428,-106.534067,WGS84,5338.37,ft,,ft,nitrate,mg/L,2,131.48,132.0,131.74,2017-05-16,,132.0,mg/L
WQP,USGS-350157106320302,09N.04E.05.424 TJA-5,,,35.032381,-106.534083,WGS84,5338.44,ft,,ft,nitrate,mg/L,2,109.35,110.0,109.67,2017-05-16,,110.0,mg/L
WQP,USGS-350160106324201,09N.04E.05.323 TJA-3,,,35.033358,-106.545522,WGS84,5387.74,ft,521.7,ft,nitrate,mg/L,2,11.78,11.8,11.79,2017-08-01,,11.8,mg/L
WQP,USGS-350201106324401,09N.04E.05.323 TJA-7,,,35.033478,-106.545417,WGS84,5388.25,ft,,ft,nitrate,mg/L,2,95.62,95.8,95.71,2017-08-01,,95.8,mg/L
WQP,USGS-350203105302201,09N.13E.01.000,,,35.03422,-105.506677,WGS84,6402.0,ft,,ft,nitrate,mg/L,2,4.29,4.3,4.3,1947-08-12,,4.3,mg/L
WQP,USGS-350203106305201,09N.04E.03.311 ST105MW009,,,35.034214,-106.514406,WGS84,5516.87,ft,,ft,nitrate,mg/L,2,39.4,39.4,39.4,2017-05-09,,39.4,mg/L
WQP,USGS-350204106411201,TOWN OF ATRISCO GRANT(350204106411201),,,35.034492,-106.687248,WGS84,4933.0,ft,18.0,ft,nitrate,mg/L,2,4.83,4.83,4.83,1985-09-15,,4.83,mg/L
WQP,USGS-350204106562301,09N.01W.04.424,,,35.034491,-106.94031,WGS84,5283.0,ft,150.0,ft,nitrate,mg/L,2,7.08,7.3,7.19,1957-04-19,,7.3,mg/L
WQP,USGS-350211106315801,09N.04E.05.244 KAFB-0311,,,35.036439,-106.533461,WGS84,5351.18,ft,468.0,ft,nitrate,mg/L,2,37.2,37.23,37.22,2017-05-17,,37.2,mg/L
WQP,USGS-350211106320001,09N.04E.05.244 TJA-2,,,35.036436,-106.533414,WGS84,5351.29,ft,,ft,nitrate,mg/L,2,48.7,48.8,48.75,2017-05-17,,48.8,mg/L
WQP,USGS-350211106321401,09N.04E.05.243 TA2-W-19,,,35.036467,-106.537319,WGS84,5348.72,ft,,ft,nitrate,mg/L,2,46.3,46.48,46.39,2017-08-04,,46.3,mg/L
WQP,USGS-350212106404001,09N.02E.01.4122,,,35.037006,-106.678514,WGS84,4935.0,ft,18.33,ft,nitrate,mg/L,2,0.17,0.17,0.17,2006-07-19,,0.174,mg/L
WQP,USGS-350212108205601,09N.14W.06.400,,,35.036704,-108.349514,WGS84,,ft,,ft,nitrate,mg/L,2,11.0,11.07,11.03,1962-09-02,,11.0,mg/L
WQP,USGS-350214108454001,09N.18W.05.324,,,35.037256,-108.761748,WGS84,6470.0,ft,2591.0,ft,nitrate,mg/L,2,0.25,0.27,0.26,1964-05-06,,0.25,mg/L
WQP,USGS-350215106303801,09N.04E.03.143 KAFB-0621,,,35.037436,-106.510603,WGS84,5566.83,ft,,ft,nitrate,mg/L,2,54.89,55.0,54.95,2017-05-10,,55.0,mg/L
WQP,USGS-350216106383901,09N.03E.05.234,,,35.037528,-106.644444,WGS84,4970.0,ft,92.0,ft,nitrate,mg/L,2,0.09,0.1,0.09,1957-05-02,,0.1,mg/L
WQP,USGS-350218106312301,09N.04E.05.242 KAFB-0315,,,35.038283,-106.523175,WGS84,5464.59,ft,,ft,nitrate,mg/L,2,27.3,27.31,27.31,2017-05-09,,27.3,mg/L
WQP,USGS-350219106302401,09N.04E.03.142 ST105MW015,,,35.03865,-106.506611,WGS84,5620.5,ft,,ft,nitrate,mg/L,2,40.1,40.11,40.1,2017-05-18,,40.1,mg/L
WQP,USGS-350221106202801,09N.06E.06.124,,,35.039214,-106.341691,WGS84,7118.0,ft,,ft,nitrate,mg/L,2,2.32,2.32,2.32,1998-05-29,,2.32,mg/L
WQP,USGS-350221106323401,09N.04E.05.142 TA2-W-28,,,35.039269,-106.542669,WGS84,5410.0,ft,,ft,nitrate,mg/L,2,70.83,70.9,70.87,2017-08-03,,70.9,mg/L
WQP,USGS-350223106420802,TOWN OF ATRISCO GRANT(350223106420802),,,35.03977,-106.702804,WGS84,4935.0,ft,24.0,ft,nitrate,mg/L,2,0.53,0.53,0.53,1985-09-19,,0.531,mg/L
WQP,USGS-350224106282901,09N.04E.01.A,,,35.040048,-106.4753,WGS84,6120.0,ft,,ft,nitrate,mg/L,2,5.31,5.5,5.41,1945-07-25,,5.5,mg/L
WQP,USGS-350226106414701,09N.02E.02.200,,,35.040603,-106.696971,WGS84,4937.0,ft,,ft,nitrate,mg/L,2,0.49,0.5,0.49,1954-08-23,,0.5,mg/L
WQP,USGS-350228106312401,09N.04E.04.213,,,35.040326,-106.5228,WGS84,5466.0,ft,1327.0,ft,nitrate,mg/L,2,38.5,38.51,38.51,2005-07-20,,38.5,mg/L
WQP,USGS-350230105542801,10N.10E.32.333,,,35.041717,-105.908353,WGS84,6336.0,ft,,ft,nitrate,mg/L,4,4.87,5.31,5.07,1965-11-22,,5.1,mg/L
WQP,USGS-350232106315101,09N.04E.04.112 ST105MW020,,,35.042086,-106.530747,WGS84,5380.66,ft,,ft,nitrate,mg/L,2,22.8,22.8,22.8,2017-05-11,,22.8,mg/L
WQP,USGS-350233106301101,09N.04E.03.212 KAFB-0624,,,35.042378,-106.503083,WGS84,5671.16,ft,,ft,nitrate,mg/L,2,108.0,108.02,108.01,2017-05-15,,108.0,mg/L
WQP,USGS-350233106302701,09N.04E.03.122 ST105MW017,,,35.042389,-106.507383,WGS84,5615.52,ft,,ft,nitrate,mg/L,2,46.48,46.6,46.54,2017-05-15,,46.6,mg/L
WQP,USGS-350233106345201,09N.03E.01.112 SANDIA 2,,,35.04227,-106.583079,WGS84,5318.0,ft,1000.0,ft,nitrate,mg/L,2,0.46,0.46,0.46,2005-07-18,,0.46,mg/L
WQP,USGS-350234106313901,09N.04E.04.121 KAFB 0901,,,35.042817,-106.528083,WGS84,5387.86,ft,537.0,ft,nitrate,mg/L,2,17.0,17.04,17.02,2017-06-20,,17.0,mg/L
WQP,USGS-350234106314101,09N.04E.04.121 KAFB-0903,,,35.042842,-106.528058,WGS84,5387.99,ft,,ft,nitrate,mg/L,2,21.0,21.03,21.01,2017-06-20,,21.0,mg/L
WQP,USGS-350235108223201,09N.15W.01.123,,,35.041972,-108.374806,WGS84,7143.0,ft,213.0,ft,nitrate,mg/L,2,6.64,6.7,6.67,1959-04-25,,6.7,mg/L
WQP,USGS-350238106382401,10N.03E.32.444,,,35.043937,-106.64058,WGS84,4990.0,ft,,ft,nitrate,mg/L,1,0.04,0.04,0.04,1980-06-25,,0.04427,mg/L
WQP,USGS-350239106202601,10N.06E.31.341,,,35.044214,-106.341136,WGS84,7185.0,ft,180.0,ft,nitrate,mg/L,4,3.19,4.88,4.03,1998-11-06,,3.19,mg/L
WQP,USGS-350241106420701,10N.02E.35.3443,,,35.044664,-106.702411,WGS84,4935.0,ft,28.3,ft,nitrate,mg/L,2,0.49,0.49,0.49,2006-07-27,,0.487,mg/L
WQP,USGS-350242107301201,10N.06W.31.443 Seama,,,35.045321,-107.506993,WGS84,5946.0,ft,150.0,ft,nitrate,mg/L,2,2.08,2.1,2.09,1960-05-25,,2.1,mg/L
WQP,USGS-350245106203001,10N.06E.31.323,,,35.046672,-106.343903,WGS84,7310.0,ft,273.0,ft,nitrate,mg/L,2,3.81,3.81,3.81,1996-09-06,,3.81,mg/L
WQP,USGS-350245107302301,10N.06W.31.443A,,,35.045876,-107.506993,WGS84,5878.0,ft,,ft,nitrate,mg/L,2,2.08,2.1,2.09,1965-03-18,,2.1,mg/L
WQP,USGS-350245108214601,09N.14W.06.111,,,35.046111,-108.363889,WGS84,7158.0,ft,200.0,ft,nitrate,mg/L,8,3.98,9.53,8.14,2005-12-22,,9.51,mg/L
WQP,USGS-350245108393501,09N.17W.05.112,,,35.045868,-108.660357,WGS84,6953.0,ft,295.0,ft,nitrate,mg/L,2,1.2,1.2,1.2,1972-07-31,,1.2,mg/L
WQP,USGS-350248106010201,10N.09E.31.232,,,35.050556,-106.02,WGS84,6266.0,ft,,ft,nitrate,mg/L,2,4.38,4.4,4.39,1950-09-01,,4.4,mg/L
WQP,USGS-350249105584001,10N.09E.34.311,,,35.046994,-105.978355,WGS84,6202.0,ft,,ft,nitrate,mg/L,4,4.29,11.07,7.67,1965-11-19,,4.3,mg/L
WQP,USGS-350249106434201,10N.02E.27.444 LEA 2,,,35.046833,-106.729028,WGS84,5072.0,ft,1133.0,ft,nitrate,mg/L,2,5.0,5.01,5.01,2021-02-09,,5.01,mg/L
WQP,USGS-350252106035301,10N.08E.35.233,,,35.048382,-106.058912,WGS84,6250.0,ft,270.0,ft,nitrate,mg/L,2,2.48,2.5,2.49,1948-08-11,,2.5,mg/L
WQP,USGS-350252106340601,10N.04E.31.313 KAFB-0510,,,35.047658,-106.568428,WGS84,5366.6,ft,,ft,nitrate,mg/L,2,13.4,13.41,13.41,2017-05-18,,13.4,mg/L
WQP,USGS-350253107263201,10N.06W.35.342 Pueblo Test 2,,,35.048099,-107.442825,WGS84,5924.0,ft,91.0,ft,nitrate,mg/L,2,1.59,1.6,1.6,1960-03-08,,1.6,mg/L
WQP,USGS-350254106405501,10N.02E.36.413,,,35.048381,-106.682526,WGS84,4934.0,ft,60.0,ft,nitrate,mg/L,2,0.09,0.1,0.09,1965-05-18,,0.1,mg/L
WQP,USGS-350255106384401,10N.03E.32.413,,,35.048659,-106.646136,WGS84,4947.0,ft,,ft,nitrate,mg/L,1,1.73,1.73,1.73,1980-06-25,,1.72653,mg/L
WQP,USGS-350257107263701,10N.06W.35.323,,,35.04921,-107.444214,WGS84,5926.0,ft,100.0,ft,nitrate,mg/L,2,0.49,0.5,0.49,1965-03-25,,0.5,mg/L
WQP,USGS-350258106332801,10N.04E.31.411,,,35.050528,-106.558889,WGS84,5387.0,ft,1199.0,ft,nitrate,mg/L,2,4.4,4.4,4.4,2005-07-18,,4.4,mg/L
WQP,USGS-350258107262901,10N.06W.35.324 New Laguna,,,35.049487,-107.441992,WGS84,5935.0,ft,,ft,nitrate,mg/L,2,1.8,1.82,1.81,1960-09-09,,1.8,mg/L
WQP,USGS-350259106380701,10N.03E.33.312 P83-19LR,,,35.049778,-106.63525,WGS84,5070.0,ft,440.0,ft,nitrate,mg/L,2,0.65,0.65,0.65,2008-01-30,,0.651,mg/L
WQP,USGS-350259107312701,10N.07W.36.200,,,35.049765,-107.524771,WGS84,5983.0,ft,,ft,nitrate,mg/L,2,4.43,4.5,4.46,1952-10-27,,4.5,mg/L
WQP,USGS-350300106380701,10N.03E.33.312A P83-19M,,,35.049861,-106.63525,WGS84,5070.0,ft,325.0,ft,nitrate,mg/L,2,0.91,0.91,0.91,2008-01-31,,0.907,mg/L
WQP,USGS-350300106380702,10N.03E.33.312B P83-19U,,,35.049889,-106.63525,WGS84,5070.5,ft,255.0,ft,nitrate,mg/L,2,0.94,0.94,0.94,2008-01-29,,0.938,mg/L
WQP,USGS-350301106263002,10N.05E.30.322M 2,,,35.060603,-106.442801,WGS84,5868.0,ft,60.0,ft,nitrate,mg/L,2,1.55,1.55,1.55,1984-12-10,,1.55,mg/L
WQP,USGS-350302107282801,10N.06W.33.100,,,35.050598,-107.475048,WGS84,5919.0,ft,581.0,ft,nitrate,mg/L,2,1.4,1.42,1.41,1952-10-20,,1.4,mg/L
WQP,USGS-350304106340801,10N.03E.36.24 KAFB-16,,,35.051425,-106.569239,WGS84,5372.02,ft,1400.0,ft,nitrate,mg/L,2,0.89,0.89,0.89,2005-07-19,,0.894,mg/L
WQP,USGS-350304106345401,10N.03E.S36.1433A SHALLOW VA SENTINEL WELL,,,35.051072,-106.581711,WGS84,5340.67,ft,660.0,ft,nitrate,mg/L,6,0.19,0.23,0.21,2017-02-07,,0.227,mg/L
WQP,USGS-350304106345402,10N.03E.S36.1433B MIDDLE VA SENTINEL WELL,,,35.051072,-106.581711,WGS84,5340.67,ft,860.0,ft,nitrate,mg/L,14,0.3,0.9,0.67,2018-11-29,,0.49,mg/L
WQP,USGS-350304106345403,10N.03E.S36.1433C DEEP VA SENTINEL WELL,,,35.051072,-106.581711,WGS84,5340.67,ft,1040.0,ft,nitrate,mg/L,4,0.18,0.19,0.19,2020-07-09,,0.193,mg/L
WQP,USGS-350304106383401,10N.03E.32.412,,,35.050325,-106.644192,WGS84,4954.0,ft,503.0,ft,nitrate,mg/L,2,1.8,1.82,1.81,1980-06-25,,1.8,mg/L
WQP,USGS-350304107423601,10N.08W.32.312,,,35.051152,-107.710609,WGS84,6575.0,ft,373.0,ft,nitrate,mg/L,2,0.0,0.0,0.0,1952-10-02,,0.0,mg/L
WQP,USGS-350305106344401,10N.03E.36.144 KAFB-106009,,,35.051297,-106.578994,WGS84,5344.85,ft,,ft,nitrate,mg/L,2,45.16,45.2,45.18,2017-07-20,,45.2,mg/L
WQP,USGS-350307106410601,T10N.R02E.36.321A PROJECTED ARMIJO WELL 1,,,35.050633,-106.683947,WGS84,4939.64,ft,1623.0,ft,nitrate,mg/L,4,1.85,3.2,2.53,2005-04-01,,3.2,mg/L
WQP,USGS-350308106374601,10N.03E.33.233 MRD 1,,,35.05227,-106.630025,WGS84,5146.0,ft,1165.5,ft,nitrate,mg/L,2,1.43,1.43,1.43,2005-06-22,,1.43,mg/L
WQP,USGS-350310106345601,10N.03E.36.132A VA-2,,,35.052664,-106.582325,WGS84,5341.0,ft,1010.0,ft,nitrate,mg/L,2,1.06,1.06,1.06,2005-05-10,,1.06,mg/L
WQP,USGS-350312107264101,10N.06W.35.140,,,35.053376,-107.445325,WGS84,5963.0,ft,,ft,nitrate,mg/L,2,1.9,1.9,1.9,1960-02-12,,1.9,mg/L
WQP,USGS-350313106345701,10N.03E.36.132 VA-1,,,35.052906,-106.582408,WGS84,5342.0,ft,997.0,ft,nitrate,mg/L,2,0.3,0.31,0.3,1956-05-19,,0.3,mg/L
WQP,USGS-350313106352201,10N.03E.35.241,,,35.053659,-106.590024,WGS84,5340.0,ft,,ft,nitrate,mg/L,2,0.09,0.1,0.09,1960-10-25,,0.1,mg/L
WQP,USGS-350313106374701,10N.03E.33.231 NO.1,,,35.053659,-106.630303,WGS84,5135.0,ft,,ft,nitrate,mg/L,1,1.15,1.15,1.15,1980-06-25,,1.15102,mg/L
WQP,USGS-350313108355001,10N.17W.35.442,,,35.053646,-108.597855,WGS84,6968.0,ft,712.0,ft,nitrate,mg/L,2,0.62,0.62,0.62,1972-07-31,,0.62,mg/L
WQP,USGS-350314106394401,10N.03E.31.232,,,35.053936,-106.662803,WGS84,4935.0,ft,40.0,ft,nitrate,mg/L,2,0.0,0.0,0.0,1959-04-16,,0.0,mg/L
WQP,USGS-350315106390401,10N.03E.32.141 SJE 2,,,35.054214,-106.651692,WGS84,4945.0,ft,471.0,ft,nitrate,mg/L,2,1.28,1.3,1.29,1957-05-21,,1.3,mg/L
WQP,USGS-350316106281901,10N.04E.36.123,,,35.05477,-106.473911,WGS84,5877.0,ft,240.0,ft,nitrate,mg/L,2,0.0,0.0,0.0,1962-09-12,,0.0,mg/L
WQP,USGS-350316106282401,10N.04E.36.123B,,,35.054492,-106.473911,WGS84,5876.0,ft,,ft,nitrate,mg/L,2,0.97,0.97,0.97,1984-12-19,,0.974,mg/L
WQP,USGS-350317106300901,10N.04E.34.214 DUP,,,35.05477,-106.503078,WGS84,5600.0,ft,1200.0,ft,nitrate,mg/L,2,16.82,17.0,16.91,1957-09-27,,17.0,mg/L
