OID@,OBJECTID,Shape,UniqueID,Easting,Northing,Units,Datum,DataSourceID,DataQualityBottom,UnitsPresent,MUEBase,SimpleUnit
468,468,"(597318.8613999998, 3699018.5270000007)",30-005-60287,,,,,OFR487,No known issues,Abo,-2306.0,Yeso
469,469,"(597547.8101000004, 3712228.6358000003)",30-005-60396,,,,,OFR487,No known issues,Abo,-2163.0,Yeso
470,470,"(596731.4835000001, 3713444.6040000003)",30-005-60434,,,,,OFR487,No known issues,Abo,-2106.0,Yeso
471,471,"(567447.5495999996, 3710399.4964000005)",30-005-60505-0002,,,,,OFR487,No known issues,Abo,-646.0,Yeso
472,472,"(572216.7518999996, 3726086.0533000007)",30-005-60513,,,,,OFR487,No known issues,Abo,-631.0,Yeso
473,473,"(596092.8172000004, 3699824.601500001)",30-005-60524,,,,,OFR487,No known issues,Abo,-2199.0,Yeso
474,474,"(598145.2067999998, 3696201.496200001)",30-005-60529,,,,,OFR487,No known issues,Abo,-2336.0,Yeso
475,475,"(560992.8191999998, 3704692.8872999996)",30-005-60531,,,,,OFR487,No known issues,Abo,-359.0,Yeso
476,476,"(598118.5586000001, 3699836.0818000007)",30-005-60551,,,,,OFR487,No known issues,Abo,-2301.0,Yeso
477,477,"(558968.8304000003, 3704294.4595999997)",30-005-60564,,,,,OFR487,No known issues,Abo,-325.0,Yeso
478,478,"(562574.2692, 3709548.3260999992)",30-005-60586,,,,,OFR487,No known issues,Abo,-417.0,Yeso
479,479,"(554200.2241000002, 3707137.0429999996)",30-005-60611,,,,,OFR487,No known issues,Abo,-57.0,Yeso
480,480,"(599084.7189999996, 3727401.9398999996)",30-005-60629,,,,,OFR487,No known issues,Abo,-1669.0,Yeso
481,481,"(561794.2500999998, 3713589.202299999)",30-005-60672,,,,,OFR487,No known issues,Abo,-443.0,Yeso
482,482,"(589930.8315000003, 3726239.304300001)",30-005-60731,,,,,OFR487,No known issues,Abo,-1262.0,Yeso
483,483,"(573003.9474, 3728505.9387999997)",30-005-60734,,,,,OFR487,No known issues,Abo,-670.0,Yeso
484,484,"(562599.0011999998, 3713598.840399999)",30-005-60763,,,,,OFR487,No known issues,Abo,-559.0,Yeso
485,485,"(598248.4856000002, 3737950.2588)",30-005-60774,,,,,OFR487,No known issues,Abo,-1486.0,Yeso
486,486,"(588722.1688000001, 3717779.5590000004)",30-005-60797,,,,,OFR487,No known issues,Abo,-1479.0,Yeso
487,487,"(597144.0036000004, 3717456.2852999996)",30-005-60830,,,,,OFR487,No known issues,Abo,-1953.0,Yeso
488,488,"(579123.3196999999, 3723324.1521000005)",30-005-60832,,,,,OFR487,No known issues,Abo,-963.0,Yeso
489,489,"(554952.7248999998, 3694533.8257)",30-005-60836,,,,,OFR487,No known issues,Abo,-194.0,Yeso
490,490,"(533398.0416000001, 3713430.9726)",30-005-60849,,,,,OFR487,No known issues,Abo,878.0,Yeso
491,491,"(571029.2463999996, 3722067.6918)",30-005-60870,,,,,OFR487,No known issues,Abo,-763.0,Yeso
492,492,"(554616.3481000001, 3700241.8983999994)",30-005-60938,,,,,OFR487,No known issues,Abo,-81.0,Yeso
493,493,"(560188.4326, 3713574.5864000004)",30-005-60971,,,,,OFR487,No known issues,Abo,-285.0,Yeso
494,494,"(532591.7015000004, 3713427.0984000005)",30-005-60979,,,,,OFR487,No known issues,Abo,1187.0,Yeso
495,495,"(570245.0784999998, 3713627.239600001)",30-005-60987,,,,,OFR487,No known issues,Abo,-751.0,Yeso
496,496,"(570255.4378000004, 3710808.7569999993)",30-005-60992,,,,,OFR487,No known issues,Abo,-944.0,Yeso
497,497,"(532991.5031000003, 3711798.6414)",30-005-60999,,,,,OFR487,No known issues,Abo,1089.0,Yeso
498,498,"(596920.9517000001, 3697808.090399999)",30-005-61037,,,,,OFR487,No known issues,Abo,-2294.0,Yeso
499,499,"(559000.4996999996, 3709139.9261000007)",30-005-61042,,,,,OFR487,No known issues,Abo,-219.0,Yeso
500,500,"(561899.7254999997, 3711767.0548)",30-005-61043,,,,,OFR487,No known issues,Abo,-372.0,Yeso
501,501,"(555727.2259999998, 3720448.6783000007)",30-005-61050,,,,,OFR487,No known issues,Abo,-3.0,Yeso
502,502,"(590060.1457000002, 3699307.4521999992)",30-005-61051,,,,,OFR487,No known issues,Abo,-1903.0,Yeso
503,503,"(530538.9579999996, 3718732.2573000006)",30-005-61063,,,,,OFR487,No known issues,Abo,1329.0,Yeso
504,504,"(531340.1240999997, 3719132.872199999)",30-005-61067,,,,,OFR487,No known issues,Abo,1308.0,Yeso
505,505,"(558595.1138000004, 3711659.8883999996)",30-005-61081,,,,,OFR487,No known issues,Abo,-291.0,Yeso
506,506,"(579095.2066000002, 3724932.8484000005)",30-005-61114-0001,,,,,OFR487,No known issues,Abo,-931.0,Yeso
507,507,"(569856.3712999998, 3709498.5889999997)",30-005-61115,,,,,OFR487,No known issues,Abo,-671.0,Yeso
508,508,"(548072.9011000004, 3717273.9453)",30-005-61134,,,,,OFR487,No known issues,Abo,340.0,Yeso
509,509,"(547241.6328999996, 3715551.260399999)",30-005-61164,,,,,OFR487,No known issues,Abo,374.0,Yeso
510,510,"(560260.0892000003, 3716803.7874)",30-005-61198,,,,,OFR487,No known issues,Abo,-414.0,Yeso
511,511,"(570249.2438000003, 3712420.8991)",30-005-61215,,,,,OFR487,No known issues,Abo,-771.0,Yeso
512,512,"(558214.6745999996, 3711161.9627)",30-005-61273,,,,,OFR487,No known issues,Abo,-306.0,Yeso
513,513,"(544037.2329000002, 3703738.0231999997)",30-005-61274,,,,,OFR487,No known issues,Abo,471.0,Yeso
514,514,"(528798.1645999998, 3716700.1315)",30-005-61276,,,,,OFR487,No known issues,Abo,1411.0,Yeso
515,515,"(527108.5054000001, 3716678.5857999995)",30-005-61277,,,,,OFR487,No known issues,Abo,1495.0,Yeso
516,516,"(525506.9715999998, 3716665.331700001)",30-005-61278,,,,,OFR487,No known issues,Abo,1573.0,Yeso
517,517,"(558146.7934999997, 3720537.3203999996)",30-005-61388,,,,,OFR487,No known issues,Abo,-153.0,Yeso
518,518,"(562576.9027000004, 3715995.8784999996)",30-005-61393,,,,,OFR487,No known issues,Abo,-571.0,Yeso
519,519,"(530813.2340000002, 3708111.6009)",30-005-61399,,,,,OFR487,No known issues,Abo,1262.0,Yeso
520,520,"(560992.4437999995, 3710330.9503000006)",30-005-61406,,,,,OFR487,No known issues,Abo,-315.0,Yeso
521,521,"(553770.2421000004, 3713607.5325000007)",30-005-61444,,,,,OFR487,No known issues,Abo,31.0,Yeso
522,522,"(577887.7501999997, 3714094.1282)",30-005-61473,,,,,OFR487,No known issues,Abo,-1064.0,Yeso
523,523,"(558139.7451, 3721241.352600001)",30-005-61592,,,,,OFR487,No known issues,Abo,-98.0,Yeso
524,524,"(557339.8110999996, 3720844.0315000005)",30-005-61618,,,,,OFR487,No known issues,Abo,-62.0,Yeso
525,525,"(549835.9818000002, 3707933.9639)",30-005-61629,,,,,OFR487,No known issues,Abo,159.0,Yeso
526,526,"(531316.3969, 3708177.527899999)",30-005-61630,,,,,OFR487,No known issues,Abo,1241.0,Yeso
527,527,"(552370.8452000003, 3703107.7459999993)",30-005-61646,,,,,OFR487,No known issues,Abo,31.0,Yeso
528,528,"(556623.2614000002, 3710367.4704)",30-005-61665,,,,,OFR487,No known issues,Abo,-185.0,Yeso
529,529,"(565026.5209999997, 3711114.6395999994)",30-005-61666,,,,,OFR487,No known issues,Abo,-534.0,Yeso
530,530,"(556180.4691000003, 3693728.1711999997)",30-005-61717,,,,,OFR487,No known issues,Abo,-263.0,Yeso
531,531,"(542121.4649999999, 3689165.4837999996)",30-005-61718,,,,,OFR487,No known issues,Abo,364.0,Yeso
532,532,"(553757.6531999996, 3692505.9113)",30-005-61719,,,,,OFR487,No known issues,Abo,-142.0,Yeso
533,533,"(557778.0252, 3713987.7916)",30-005-61732,,,,,OFR487,No known issues,Abo,-137.0,Yeso
534,534,"(535882.8102000002, 3708976.2027000003)",30-005-61738,,,,,OFR487,No known issues,Abo,922.0,Yeso
535,535,"(549461.6545000002, 3703409.5008000005)",30-005-61739,,,,,OFR487,No known issues,Abo,205.0,Yeso
536,536,"(537117.5732000005, 3713885.8780000005)",30-005-61751,,,,,OFR487,No known issues,Abo,935.0,Yeso
537,537,"(554137.841, 3715913.5984000005)",30-005-61763,,,,,OFR487,No known issues,Abo,-15.0,Yeso
538,538,"(525575.2509000003, 3705976.4373000003)",30-005-61767,,,,,OFR487,No known issues,Abo,1540.0,Yeso
539,539,"(528014.2287999997, 3712507.9683)",30-005-61780,,,,,OFR487,No known issues,Abo,1468.0,Yeso
540,540,"(556183.7271999996, 3693326.8298000004)",30-005-61801,,,,,OFR487,No known issues,Abo,-278.0,Yeso
541,541,"(552474.8322999999, 3706882.4651999995)",30-005-61822,,,,,OFR487,No known issues,Abo,40.0,Yeso
542,542,"(557289.0487000002, 3713487.0310999993)",30-005-61826,,,,,OFR487,No known issues,Abo,-132.0,Yeso
543,543,"(560582.7015000004, 3711549.1184)",30-005-61838,,,,,OFR487,No known issues,Abo,-310.0,Yeso
544,544,"(585527.1475, 3720185.624500001)",30-005-61865,,,,,OFR487,No known issues,Abo,-1286.0,Yeso
545,545,"(523949.3041000003, 3716549.3431)",30-005-61895,,,,,OFR487,No known issues,Abo,1625.0,Yeso
546,546,"(550807.9798999997, 3696536.8259999994)",30-005-61896,,,,,OFR487,No known issues,Abo,93.0,Yeso
547,547,"(526722.1464, 3715468.9998000003)",30-005-61912,,,,,OFR487,No known issues,Abo,1498.0,Yeso
548,548,"(558992.8729999997, 3699748.729800001)",30-005-61947,,,,,OFR487,No known issues,Abo,-317.0,Yeso
549,549,"(552441.9161, 3700628.9981999993)",30-005-61981,,,,,OFR487,No known issues,Abo,-2.0,Yeso
550,550,"(549919.0239000004, 3701395.0720000006)",30-005-61982,,,,,OFR487,No known issues,Abo,163.0,Yeso
551,551,"(554218.9269000003, 3708765.9012)",30-005-62001,,,,,OFR487,No known issues,Abo,-52.0,Yeso
552,552,"(588323.6431, 3726590.279100001)",30-005-62014-0001,,,,,OFR487,No known issues,Abo,-1181.0,Yeso
553,553,"(575076.6511000004, 3715678.4466999993)",30-005-62015,,,,,OFR487,No known issues,Abo,-948.0,Yeso
554,554,"(597892.8471999997, 3740389.5788000003)",30-005-62033,,,,,OFR487,No known issues,Abo,-1483.0,Yeso
555,555,"(593389.7571, 3719409.499399999)",30-005-62042,,,,,OFR487,No known issues,Abo,-1767.0,Yeso
556,556,"(560282.5395, 3711146.9685999993)",30-005-62047,,,,,OFR487,No known issues,Abo,-306.0,Yeso
557,557,"(559753.1306999996, 3720429.656199999)",30-005-62064,,,,,OFR487,No known issues,Abo,-195.0,Yeso
558,558,"(558988.6306999996, 3705918.907400001)",30-005-62066,,,,,OFR487,No known issues,Abo,-242.0,Yeso
559,559,"(565835.5029999996, 3710400.5381000005)",30-005-62079-0001,,,,,OFR487,No known issues,Abo,-580.0,Yeso
560,560,"(556515.8476999998, 3712688.5834999997)",30-005-62084,,,,,OFR487,No known issues,Abo,-131.0,Yeso
561,561,"(554226.0670999996, 3709972.2633999996)",30-005-62103,,,,,OFR487,No known issues,Abo,-62.0,Yeso
562,562,"(559378.6743000001, 3700653.613399999)",30-005-62109,,,,,OFR487,No known issues,Abo,-319.0,Yeso
563,563,"(548985.2633999996, 3709933.096999999)",30-005-62131,,,,,OFR487,No known issues,Abo,242.0,Yeso
564,564,"(559648.8770000003, 3721233.9838999994)",30-005-62132,,,,,OFR487,No known issues,Abo,-236.0,Yeso
565,565,"(554195.8477999996, 3712700.7392999995)",30-005-62151,,,,,OFR487,No known issues,Abo,-23.0,Yeso
566,566,"(558548.9643000001, 3714818.4867000002)",30-005-62153,,,,,OFR487,No known issues,Abo,-251.0,Yeso
567,567,"(574675.2313999999, 3714066.4332999997)",30-005-62156,,,,,OFR487,No known issues,Abo,-941.0,Yeso
568,568,"(549055.5367, 3703784.397399999)",30-005-62161,,,,,OFR487,No known issues,Abo,225.0,Yeso
569,569,"(562948.0926999999, 3721237.3205999993)",30-005-62162-0001,,,,,OFR487,No known issues,Abo,-373.0,Yeso
570,570,"(561030.5893000001, 3696207.8422)",30-005-62163,,,,,OFR487,No known issues,Abo,-446.0,Yeso
571,571,"(539141.1173, 3712268.5007000007)",30-005-62165,,,,,OFR487,No known issues,Abo,815.0,Yeso
572,572,"(559806.54, 3696999.6042)",30-005-62168,,,,,OFR487,No known issues,Abo,-410.0,Yeso
573,573,"(577906.0807999996, 3717329.8235)",30-005-62177-0002,,,,,OFR487,No known issues,Abo,-1032.0,Yeso
574,574,"(554664.5325999996, 3712396.2643999998)",30-005-62180,,,,,OFR487,No known issues,Abo,-53.0,Yeso
575,575,"(538717.5891000004, 3717849.7010999992)",30-005-62189,,,,,OFR487,No known issues,Abo,845.0,Yeso
576,576,"(546909.4248000002, 3707923.7115)",30-005-62207,,,,,OFR487,No known issues,Abo,383.0,Yeso
577,577,"(575461.4420999996, 3714070.3516000006)",30-005-62219,,,,,OFR487,No known issues,Abo,-978.0,Yeso
578,578,"(553022.2950999998, 3698188.5176999997)",30-005-62232,,,,,OFR487,No known issues,Abo,-13.0,Yeso
579,579,"(550968.0631999997, 3706374.3407000005)",30-005-62236,,,,,OFR487,No known issues,Abo,135.0,Yeso
580,580,"(559361.9288999997, 3714833.4498999994)",30-005-62238,,,,,OFR487,No known issues,Abo,-306.0,Yeso
581,581,"(593526.1253000004, 3725404.3610999994)",30-005-62240,,,,,OFR487,No known issues,Abo,-1552.0,Yeso
582,582,"(552088.4039000003, 3694815.1315)",30-005-62241,,,,,OFR487,No known issues,Abo,0.0,Yeso
583,583,"(535574.2615, 3718326.0538999997)",30-005-62248,,,,,OFR487,No known issues,Abo,1082.0,Yeso
584,584,"(536242.2423999999, 3719557.0303000007)",30-005-62282,,,,,OFR487,No known issues,Abo,1037.0,Yeso
585,585,"(556202.4138000002, 3697317.269099999)",30-005-62292,,,,,OFR487,No known issues,Abo,-177.0,Yeso
586,586,"(571049.8745999997, 3713632.041099999)",30-005-62310,,,,,OFR487,No known issues,Abo,-773.0,Yeso
587,587,"(557875.9106000001, 3698126.5387999993)",30-005-62312,,,,,OFR487,No known issues,Abo,-296.0,Yeso
588,588,"(565802.7189999996, 3714786.6646999996)",30-005-62326-0002,,,,,OFR487,No known issues,Abo,-563.0,Yeso
589,589,"(558997.9716999996, 3707125.2929999996)",30-005-62451,,,,,OFR487,No known issues,Abo,-233.0,Yeso
590,590,"(560190.2357999999, 3701831.6942)",30-005-62465,,,,,OFR487,No known issues,Abo,-325.0,Yeso
591,591,"(554988.5904999999, 3713198.6345000006)",30-005-62466,,,,,OFR487,No known issues,Abo,-67.0,Yeso
592,592,"(541498.7999, 3718366.456599999)",30-005-62502,,,,,OFR487,No known issues,Abo,563.0,Yeso
593,593,"(571046.5818999996, 3714831.739499999)",30-005-62546,,,,,OFR487,No known issues,Abo,-754.0,Yeso
594,594,"(572654.0022, 3714857.0556000005)",30-005-62555-0001,,,,,OFR487,No known issues,Abo,-832.0,Yeso
595,595,"(574270.4316999996, 3716479.4003)",30-005-62560,,,,,OFR487,No known issues,Abo,-897.0,Yeso
596,596,"(560992.5810000002, 3702230.3355)",30-005-62562,,,,,OFR487,No known issues,Abo,-363.0,Yeso
597,597,"(539522.3548999997, 3716636.2498000003)",30-005-62580,,,,,OFR487,No known issues,Abo,786.0,Yeso
598,598,"(565857.2676999997, 3702723.5316000003)",30-005-62594,,,,,OFR487,No known issues,Abo,-669.0,Yeso
599,599,"(579817.0497000003, 3696307.9657000005)",30-005-62596,,,,,OFR487,No known issues,Abo,-1281.0,Yeso
600,600,"(554029.0653999997, 3702701.1054999996)",30-005-62618,,,,,OFR487,No known issues,Abo,-33.0,Yeso
601,601,"(559701.5590000004, 3708707.392000001)",30-005-62640,,,,,OFR487,No known issues,Abo,-261.0,Yeso
602,602,"(569244.5904999999, 3695859.5392000005)",30-005-62649,,,,,OFR487,No known issues,Abo,-860.0,Yeso
603,603,"(568662.4276999999, 3705928.591600001)",30-005-62653,,,,,OFR487,No known issues,Abo,-704.0,Yeso
604,604,"(571531.5361000001, 3705143.3538000006)",30-005-62659,,,,,OFR487,No known issues,Abo,-849.0,Yeso
605,605,"(569472.1794999996, 3706237.0878999997)",30-005-62663,,,,,OFR487,No known issues,Abo,-741.0,Yeso
606,606,"(568281.2188999997, 3708463.8873999994)",30-005-62667,,,,,OFR487,No known issues,Abo,-694.0,Yeso
607,607,"(573469.7863999996, 3713653.544399999)",30-005-62680-0001,,,,,OFR487,No known issues,Abo,-905.0,Yeso
608,608,"(569836.1135999998, 3704729.5534000006)",30-005-62683,,,,,OFR487,No known issues,Abo,-778.0,Yeso
609,609,"(534643.5976, 3715785.8770000003)",30-005-62695,,,,,OFR487,No known issues,Abo,1104.0,Yeso
610,610,"(564586.8745999997, 3715193.1073000003)",30-005-62704,,,,,OFR487,No known issues,Abo,-657.0,Yeso
611,611,"(555012.3552000001, 3711152.0029000007)",30-005-62718,,,,,OFR487,No known issues,Abo,-108.0,Yeso
612,612,"(569533.4353999998, 3697077.9283000007)",30-005-62722,,,,,OFR487,No known issues,Abo,-858.0,Yeso
613,613,"(535875.4267999995, 3710709.1050000004)",30-005-62749,,,,,OFR487,No known issues,Abo,982.0,Yeso
614,614,"(574651.4083000002, 3707198.307600001)",30-005-62757,,,,,OFR487,No known issues,Abo,-959.0,Yeso
615,615,"(579897.5136000002, 3711293.0889)",30-005-62773,,,,,OFR487,No known issues,Abo,-1118.0,Yeso
616,616,"(572970.8794999998, 3711626.1800999995)",30-005-62780,,,,,OFR487,No known issues,Abo,-834.0,Yeso
617,617,"(573041.8931999998, 3705562.705499999)",30-005-62781-0001,,,,,OFR487,No known issues,Abo,-909.0,Yeso
618,618,"(565325.4165000003, 3684419.9668000005)",30-005-62792,,,,,OFR487,No known issues,Abo,-633.0,Yeso
619,619,"(574398.9326, 3700784.2015000004)",30-005-62794,,,,,OFR487,No known issues,Abo,-1087.0,Yeso
620,620,"(572971.6162999999, 3717278.8828999996)",30-005-62805,,,,,OFR487,No known issues,Abo,-863.0,Yeso
621,621,"(578820.2390999999, 3719350.9157999996)",30-005-62813,,,,,OFR487,No known issues,Abo,-926.0,Yeso
622,622,"(563316.5192999998, 3707531.8858000003)",30-005-62822-0001,,,,,OFR487,No known issues,Abo,-504.0,Yeso
623,623,"(521311.4517000001, 3709327.6533000004)",30-005-62836,,,,,OFR487,No known issues,Abo,1751.0,Yeso
624,624,"(575472.2692999998, 3704388.3466999996)",30-005-62847,,,,,OFR487,No known issues,Abo,-1078.0,Yeso
625,625,"(578219.3937999997, 3719649.8216999993)",30-005-62887,,,,,OFR487,No known issues,Abo,-947.0,Yeso
626,626,"(554620.1272999998, 3708767.0582)",30-005-62895,,,,,OFR487,No known issues,Abo,-61.0,Yeso
627,627,"(554093.3591999998, 3701176.9486999996)",30-005-62931,,,,,OFR487,No known issues,Abo,-44.0,Yeso
628,628,"(553965.1491, 3699835.7687999997)",30-005-62957,,,,,OFR487,No known issues,Abo,-63.0,Yeso
629,629,"(575045.5011999998, 3695922.7379)",30-005-63018,,,,,OFR487,No known issues,Abo,-1085.0,Yeso
630,630,"(524688.568, 3713408.0057999995)",30-005-63028,,,,,OFR487,No known issues,Abo,1608.0,Yeso
631,631,"(560551.0303999996, 3719228.300899999)",30-005-63043,,,,,OFR487,No known issues,Abo,-302.0,Yeso
632,632,"(589598.1904999996, 3693970.794399999)",30-005-63088,,,,,OFR487,No known issues,Abo,-1843.0,Yeso
633,633,"(569483.0653999997, 3715923.5694999993)",30-005-63090,,,,,OFR487,No known issues,Abo,-664.0,Yeso
634,634,"(569909.9899000004, 3716432.2783000004)",30-005-63142,,,,,OFR487,No known issues,Abo,-716.0,Yeso
635,635,"(559805.2715999996, 3704263.0178999994)",30-005-63168,,,,,OFR487,No known issues,Abo,-314.0,Yeso
636,636,"(580993.9417000003, 3698475.4748)",30-005-63171,,,,,OFR487,No known issues,Abo,-1291.0,Yeso
637,637,"(559799.2997000003, 3707922.9941000007)",30-005-63199,,,,,OFR487,No known issues,Abo,-164.0,Yeso
638,638,"(566837.3157000002, 3721498.6898999996)",30-005-63220,,,,,OFR487,No known issues,Abo,-494.0,Yeso
639,639,"(568746.2593, 3695445.744000001)",30-005-63253,,,,,OFR487,No known issues,Abo,-883.0,Yeso
640,640,"(565454.8317999998, 3708616.136499999)",30-005-63259,,,,,OFR487,No known issues,Abo,-599.0,Yeso
641,641,"(563832.4615000002, 3705924.2458999995)",30-005-63283,,,,,OFR487,No known issues,Abo,-527.0,Yeso
642,642,"(570675.2430999996, 3697090.6371999998)",30-005-63285,,,,,OFR487,No known issues,Abo,-947.0,Yeso
643,643,"(566633.4798999997, 3711696.650699999)",30-005-63324,,,,,OFR487,No known issues,Abo,-631.0,Yeso
644,644,"(567846.9594999999, 3703122.0516999997)",30-005-63343,,,,,OFR487,No known issues,Abo,-747.0,Yeso
645,645,"(563436.6816999996, 3703524.4838999994)",30-005-63365,,,,,OFR487,No known issues,Abo,-559.0,Yeso
646,646,"(570687.6928000003, 3695895.473099999)",30-005-63372,,,,,OFR487,No known issues,Abo,-936.0,Yeso
647,647,"(598366.8428999996, 3716669.2128999997)",30-005-63374,,,,,OFR487,No known issues,Abo,-2021.0,Yeso
648,648,"(565019.7709999997, 3712801.0503000002)",30-005-63392,,,,,OFR487,No known issues,Abo,-561.0,Yeso
649,649,"(567052.9397, 3709192.602600001)",30-005-63395,,,,,OFR487,No known issues,Abo,-660.0,Yeso
650,650,"(572341.8855999997, 3704750.2315999996)",30-005-63409,,,,,OFR487,No known issues,Abo,-921.0,Yeso
651,651,"(551298.4412000002, 3704688.5908000004)",30-005-63508,,,,,OFR487,No known issues,Abo,132.0,Yeso
652,652,"(565050.6849999996, 3703126.0901999995)",30-005-63512,,,,,OFR487,No known issues,Abo,-604.0,Yeso
653,653,"(562728.9900000002, 3701460.8916999996)",30-005-63553,,,,,OFR487,No known issues,Abo,-530.0,Yeso
654,654,"(559388.8172000004, 3705501.144099999)",30-005-63566,,,,,OFR487,No known issues,Abo,-261.0,Yeso
655,655,"(549831.1146999998, 3708336.4115999993)",30-005-63575,,,,,OFR487,No known issues,Abo,183.0,Yeso
656,656,"(626791.7720999997, 3703842.6818000004)",30-025-00015-0002,,,,,OFR487,No known issues,Abo,-2810.0,Yeso
657,657,"(627622.8011999996, 3698980.6888999995)",30-025-00029-0002,,,,,OFR487,No known issues,Abo,-3049.0,Yeso
658,658,"(637244.148, 3706122.783)",30-025-00970-0003,,,,,OFR487,No known issues,Abo,-3384.0,Yeso
659,659,"(637248.1845000004, 3705251.1218999997)",30-025-00974,,,,,OFR487,No known issues,Abo,-3406.0,Yeso
660,660,"(643293.5072999997, 3704974.1185)",30-025-01813-0100,,,,,OFR487,No known issues,Abo,-3554.0,Yeso
661,661,"(647779.5987999998, 3700206.0582999997)",30-025-01817,,,,,OFR487,No known issues,Abo,-3672.0,Yeso
662,662,"(641624.9940999998, 3687053.6290000007)",30-025-01831,,,,,OFR487,No known issues,Abo,-3590.0,Yeso
663,663,"(664408.2869999995, 3714092.4985000007)",30-025-03565-0003,,,,,OFR487,No known issues,Abo,-3664.0,Yeso
664,664,"(662128.5842000004, 3707673.6264999993)",30-025-03627,,,,,OFR487,No known issues,Abo,-3721.0,Yeso
665,665,"(673416.8817999996, 3700726.3406000007)",30-025-04989-0001,,,,,OFR487,No known issues,Abo,-3856.0,Yeso
666,666,"(672328.1184999999, 3699402.376700001)",30-025-04991-0001,,,,,OFR487,No known issues,Abo,-3753.0,Yeso
667,667,"(671916.4353, 3699798.817)",30-025-04995-0001,,,,,OFR487,No known issues,Abo,-3791.0,Yeso
668,668,"(672584.5022999998, 3683523.6570999995)",30-025-05024,,,,,OFR487,No known issues,Abo,-3850.0,Yeso
669,669,"(622787.4639999997, 3696904.1872000005)",30-025-08000-0002,,,,,OFR487,No known issues,Abo,-2767.0,Yeso
670,670,"(621785.4117, 3714154.9839999992)",30-025-20380,,,,,OFR487,No known issues,Abo,-2826.0,Yeso
671,671,"(648835.7772000004, 3709022.0189999994)",30-025-20488,,,,,OFR487,No known issues,Abo,-3558.0,Yeso
672,672,"(645069.0184000004, 3696038.0833)",30-025-22726,,,,,OFR487,No known issues,Abo,-3607.0,Yeso
673,673,"(643735.2445999999, 3702148.0758999996)",30-025-23528-0001,,,,,OFR487,No known issues,Abo,-3607.0,Yeso
674,674,"(627594.9398999996, 3706997.2972)",30-025-24971,,,,,OFR487,No known issues,Abo,-2936.0,Yeso
675,675,"(627537.4134999998, 3708957.2662000004)",30-025-25027,,,,,OFR487,No known issues,Abo,-2940.0,Yeso
676,676,"(647317.0824999996, 3704616.5710000005)",30-025-25055,,,,,OFR487,No known issues,Abo,-3574.0,Yeso
677,677,"(641785.1653000005, 3695390.5286999997)",30-025-25762-0001,,,,,OFR487,No known issues,Abo,-3633.0,Yeso
678,678,"(627612.0953000002, 3700143.8848)",30-025-26021,,,,,OFR487,No known issues,Abo,-3113.0,Yeso
679,679,"(617536.5647, 3685118.6566000003)",30-025-26022,,,,,OFR487,No known issues,Abo,-2883.0,Yeso
680,680,"(626330.1815999998, 3707789.1078999992)",30-025-26171,,,,,OFR487,No known issues,Abo,-2921.0,Yeso
681,681,"(662220.4782999996, 3702039.3202)",30-025-26316,,,,,OFR487,No known issues,Abo,-3755.0,Yeso
682,682,"(623406.5692999996, 3709730.7875999995)",30-025-27074,,,,,OFR487,No known issues,Abo,-2948.0,Yeso
683,683,"(654266.5664999997, 3697496.8518000003)",30-025-27240,,,,,OFR487,No known issues,Abo,-3811.0,Yeso
684,684,"(622828.4611, 3690514.8615000006)",30-025-27745-0001,,,,,OFR487,No known issues,Abo,-2804.0,Yeso
685,685,"(625567.1331000002, 3704597.4250000007)",30-025-28201,,,,,OFR487,No known issues,Abo,-2839.0,Yeso
686,686,"(676642.7549999999, 3699791.950099999)",30-025-30090-0001,,,,,OFR487,No known issues,Abo,-3804.0,Yeso
687,687,"(635283.0300000003, 3701632.2896)",30-025-30465-0001,,,,,OFR487,No known issues,Abo,-3423.0,Yeso
688,688,"(643888.7268000003, 3714156.3390999995)",30-025-30653,,,,,OFR487,No known issues,Abo,-3399.0,Yeso
689,689,"(644321.5972999996, 3692315.942)",30-025-30676,,,,,OFR487,No known issues,Abo,-3617.0,Yeso
690,690,"(664415.4977000002, 3715191.8708999995)",30-025-31343-0102,,,,,OFR487,No known issues,Abo,-3685.0,Yeso
691,691,"(650066.2082000002, 3710613.8560000006)",30-025-31601,,,,,OFR487,No known issues,Abo,-3559.0,Yeso
692,692,"(624310.9041999998, 3713286.7793000005)",30-025-32625,,,,,OFR487,No known issues,Abo,-2802.0,Yeso
693,693,"(642424.4378000004, 3707052.9875000007)",30-025-32728,,,,,OFR487,No known issues,Abo,-3487.0,Yeso
694,694,"(673754.6919, 3701801.7452000007)",30-025-32750,,,,,OFR487,No known issues,Abo,-3796.0,Yeso
695,695,"(661598.0241999999, 3713206.317399999)",30-025-33188,,,,,OFR487,No known issues,Abo,-3693.0,Yeso
696,696,"(679369.9874999998, 3706256.2117)",30-025-33414,,,,,OFR487,No known issues,Abo,-3714.0,Yeso
697,697,"(662861.1421999997, 3705567.385)",30-025-33721,,,,,OFR487,No known issues,Abo,-3688.0,Yeso
698,698,"(671589.1057000002, 3711398.1191000007)",30-025-34070,,,,,OFR487,No known issues,Abo,-3736.0,Yeso
699,699,"(662452.9269000003, 3701044.9492000006)",30-025-34201,,,,,OFR487,No known issues,Abo,-3747.0,Yeso
700,700,"(667930.3634000001, 3706720.2655999996)",30-025-34236,,,,,OFR487,No known issues,Abo,-3746.0,Yeso
